content,score
grafik oke sih tapi banyak bug loading atau emng sinyal gw lag atau gak tau ya tapi mohon segera di perbaiki ya makasih.,5
"kekurangan game ini adalah optimalisasi masih kurang, masih banyak bug, dan sistem gacha yg buruk, selebihnya bagus, semoga ini semua segera diperbaiki",3
game nya bagus banget work it lah buat yang mau main,5
"bagus namun ada beberapa penyesalan buat saya karena asal menaikkan level hunter diawal, mungkin saya berharap agar ada opsi untuk reset level hunter, sekian dari sy terima kasih",4
Grafik bagus cuman knpa gamenya tidak bisa digerakan seperti ada bug sudah dipencet dimna mana tetap gak ada respon,4
Sangat bagus permainannya grafiknya juga memukau 🥳,5
"Masih banyak bug, stuck di loading jaringan selalu hilang tiba-tiba, padahal sudah pake wifi,, tolong di perbaiki",2
untuk stik menggerakkan karakter tidak bisa demi game ini rela hapus game sebelah eh gk taunya pas tutorial menggerak kan karakter stiknya gak bisa hedehhhh,1
"sebenernya gameplay + grafik sudah bagus , hanya saja masih kebanyakan loading , segera diperbaiki , untuk meningkatan kualitas bermain",1
"Game nya sudah bagus tapi msih bug (gerakan player berhenti saat dash. dll),mohon di perbaiki lgi,trims",5
gamenya serba loading. mau close fitur fitur yang ada di dalem gamenya aja harus loading dulu. jadi bikin orang males main gamenya. semoga cepet dibenerin deh masalah loading loading ini.,1
Belum bisa main. Padahal baru mulai sudah bug. Tidak bisa diapa-apain overall grafiknya bagus si,4
"Gamenya sudah bagus, kurang optimasi jaringan saja, sering berputar jaringannya walau sudah pake wifi itu saja sih",4
Tolong segera di perbaiki bug loading di lobby min. Secara device sama jaringan yg saya pake kurasa udah lumayan mempuni.,2
sebenarnya gamenya bagus tapi setiap ngelakuin sesuatu pasti selalu loading dan loading nya lama bgt bisa sampai 30detik,1
setelah update dari bintang 5 turun ke 1 karena GK bisa login lagi kedalam game,1
"Mohon maaf, atas pembuat game ini, login ke game nya mohon di perbakin, saya udh berulang kali cobak, tapi gk bisa masuk, mohon di perbakin lagi",3
"Game apasih, udah download Semua source, gak bisa di pencet sama sekali, klik cursor klik tombol pause aja gak bisa, udah download pake kuota faklah",1
"Di perlancar lagi dong gamenya, apa lagi untuk para HP kentang, jika sudah ok saya kasih bintang full",4
"dikit dikit loading cok, padahal jaringan bagus. game juga masih banyak bug seperti black screen",1
"Tutorial nya maksa bgt ajg! Player baru jadi kesusahan buat explore fitur in game nya, dikit dikit tutorial udh gitu harus di ikutin dulu tolol netmabok",3
"Overall gamenya bagus, tapi kalau bisa diperbaiki jaringan nya setiap mau mencet pasti loading dulu -_-",3
gamenya bagus sayang sering stuck di loading jadi males,3
saya mengalami freeze di bagian tutorial awal saat sistem menyuruh menekan joystick tiba-tiba semua opsi tak bisa dilakukan,1
"Menyebalkan dan membosankan, terlalu banyak loading, buka misi loading bukan kotak loading padhal sianyal bagus",1
"kebanyakan bug/lag stack dll masih bnyk lagi, event kurang",1
"Baru juga dowload pas di loginnya lama banget udah nunggu berjam""",1
Game nya bagus grafik nya juga oke tapi masih ada bug tiba tiba diem sendiri kebanyakan loading terus loading nya itu kelamaan dan kebayalan download data,4
"Ga bisa di mainin samsek, udah download bergiga"" Tp di tutorial sama sekali ga bisa jalan, joy stiknya macet ga bisa di pake moga cepet di benerin",1
"Game dan grafiknya bagus. Sayangnya masih banyak bug, seperti stuck di loading screen",3
"Tolol kebanyakan tutorial bosen di awal. Padahal first impresion tuh penting, ini malah bikin bosen di awal gara² kebanyakan tutorial g guna",2
"Gamenya udah mantep tapi dari segi koneksi masih cukup buruk,setiap kembali ke loby gamenya loading terus agak delay.",3
Tolong di perbaiki di bagian login Loading x lama kali,5
"Tolong di benerin lagi bug2 nya, ada 1 misi yang suruh kill 35 monster, tpi spawn monster nya lama. Tolong di fix. Kita gimana mau menang, udh di target 35 kill monster, di timer 30 detik, spawn monsternya 2 detik, abis dluan lah waktu. TOLONG DI FIXX. THANKS. Klo dah bener bintangnya di tambahin",1
"Dari segi gameplay,event terbilang cukup bagus tapi,kenapa saat loading terjadi stuck,karakter masuk tanah saat gameplay,dan masih banyak bug lainnya.Tolong segera diperbaiki karna game ini menurut saya bagus.",3
Loading trus padahal belom ngapa ngapain sinyal bagus hp gak jelek jelek amatlah tapi loadingnya ngeri sih kaga selesai selesai pas udah selesai baru mencet abis loading lagi malah gelap kan Ngadi ngadi,1
"Mantep game nya boy,banyakin bansos nya kalo bisa biar tambah semangat buat main.GG 👍👍👍",5
setidaknya kalo mau bikin bos tolong yang masuk akal kalo gak yaa di coba dulu sebelum di rilis masa bos nya skill nya gak ngotak contoh nya cerberus sama serigala kembar. terutama bos cerberus di perbaiki lagi buff sama skill nya. coba admin sendri yang lawan bos nya pake hero non counter atau pake hero counternya cuman 1 hero yang skill bertahan,1
"Bug loading Screen masih saja, Ribet harus relog lagi",1
Gak bisa nge reload sinyal yg tidak stabil kadang stuck aja ketika sinyal ilang atau naik turun. Harus login dr awal tera,1
"bintang 1 paling pas.. diawal bermain aja layar udah gk bsa di tekan.. udah coba beberapa kali ttp aja bgtu.. sayang sekali, sdh lama mendownload gk ada hasilnya",1
"Android bug dibagian skip, ketika klik skip cerita langsung black screen dan harus relog, tolong di perbaiki",4
Tolong buat developer perbaiki gamenya masa iya loading mulu padahal lagi di dalam dugeon bisa bisanya loading dan lagi pas di lobi utama loading juga tolong perbaiki loadingnya,2
Bagus sihhh tpi kekurangannya suka delay padahal klo game lain oke2 aja gw mainin,4
Gamenya keren grafiknya bagus tapi loading nya lama,5
Meski game playnya tidak sebagus darkness rise tapi cukup memuaskan Masih dibilang sibawah 1 sama darkness rise dari story full bagus dan gak mengecewakan ya gitu aja semoga ini game bisa jadi pengganti game darkness rise yg terhapus oleh playstore thanks,5
Bug loading screen nya benerin dong masa harus relog2,1
"Bagus sih, cma stlah update mkin berat g99 ultra udah gak kemakan :)",4
"game nya bagus, tp misi nya kenapa harus ada dodge atau menghindar, dan pake bintang harus 3 bintang dan harus cepet maen nya, susah deh pokok nya nih game",1
Tolong perbaiki dulu bug nya pleas!!!!,1
"GAME SAMPAH, server nya jelek banget.Nge lag , suka blank screen.Big no lah",1
Game gak jelas ini yg buat game ini tolol apa gmn sih banyak banget bug di game gak jelas ini kata nya game ini populer masa banyak bug gak jelas yg buat game ini tolol apa gmn ya,1
"sering bung layar hitam, padahal game nya bagus",4
Loading buat masuk ke permainan cukup lama+ game bikin hp cepat panas bahkan lebih berat jika di bandingkan dengan game sekelas open word seperti wuwa yg Masi baru sudah bisa lebih mengoptimalkan game' nya di banding game solo leveling yg Masi jauh dari kata optimal,1
"Target musuhnya bisa tidak dari musuh game lain? Ada musuh dekat tapi pas mau di target, eh malah target musuh yang lebih jauh",2
"Klo blm siap rilis ga ush di rilis,bug joystick blm di fix2 dri jaman blm rilis global smpe skrg dan msih bnyk bug yg dialami player lain",1
"perbaiki bug loading nya bos, gamenya mantap ga kikir",5
"Game gajelas kebanyakan stuck sama loading terus bikin ganggu jalannya permainan, tolong perbaiki secepatnya agar pemain dapat bermain dengan nyaman.",1
Kurangnya konten untuk beberapa item didapatkan,4
"Udah daftar lama buat instal aplikasi nya, malah ngebug analog ga bisa di gerakin, mana data nya 6Gb an, rugi sama nyesel 🥲",1
"Kenapa ga bisa gerak di tutorial awal, disuruh gerakin joystick tapi ga bisa dipencet/digerakin joystick nya, aneh",1
Saya kasih bintang 3 dulu kalo nih game sudah di perbaiki soal yg selalu stak pas loading baru saya kasih bintang 5 untuk keseluruhan game ini udh sangat seru dan bagus.,3
Game nya udh bagus tapi entah kenapa sering stuck di loading screen dan stuck loading screen nya sering banget setiap mau lanjut chapter malah stuck di loading screen,3
"Gamenya bagus, seru gameplaynya dan demen banget liat animasi gelutnya. Tapi tolong dong segera perbaiki bugnya, setiap main di tab android/ iPad selalu stuck di loading padahal spec sudah melebihi rekomendasi untuk bermain game.",3
"Ini game tidak siap dimainkan ini... Bug nya luar biasa mengganggu bahkan dari awal mulai, selalu layar hitam, control macet, sound game ada tapi layar hitam.. Instal 2x juga tetap sama saja masalahnya... Belum juga rasa gimana game nya, sudah tidak bisa dimainkan, bug nya amoun dah, developer tolong plis, game nya parah sekali ini sistemnya...",1
"Masih banyak bug (Ngestuck loading, kadang tiap selesai menu ada 0,5 detik loading, skill kadang ngak bisa pake, perputaran kamera ke musuh ngestuck), dari gameplay nya seru walaupun belum terbiasa untuk dodge, tapi masih terasa kaku bagiku untuk memainkannya.",3
"tolong perbaiki game ini, terlalu banyak bug, servernya lag, setiap memulai game terlalu banyak loading seperti lag sinyal padahal sinyal bagus, saat akan memulai battle terkadang malah black screen atau stuck di loading, dan setelah stage selesai terkadang stuck tidak keluar dari stage, tolong perbaiki",5
"Developer kalau belum matang dalam persiapan nya jangan dirilis game nya, masih banyak masalah yang terjadi di game ini terutama bug dan koneksi server game nya, saya tutorial awal untuk pemberitahuan tips mengggerak kan karakter menggunakan kontrol kiri tapi tidak bisa saya gerakan karena bug nya",1
"seriusan tidak di perbaiki bug (Stuck, Black Screen), Game sudah bagus tetapi bug tersebut bisa menghilangkan mood bermain player, waktu play lebih sedikit daripada waktu Relogin akibat bug tsb, mungkin masukan ini bisa di dengar developer, Thanks.",3
"Udah nunggu nih game keluar, pas keluar malah ngecewain. Setiap aku mulai game pasti ada tanda panah ditengah screen yang nga bisa hilang. Habis tuh pas masuk gameplay, gerakin karakter aja nga bisa. Kalo belum siap rilis mending delay aja, dari pada sudah keluar tapi nga bisa dimainin. Percuma",2
Buat kalian yang stuck joystick di awal game. Caranya sebelum tutorial joystick muncul setelah story selesai segera pause game di kanan atas layar dan ganti pengaturan gamepad ke layar sentuh. Selanjutnya tinggal nikmati game kalian. Semoga membantu,5
"Masih bug, loading lama betul jadi black screen, dari tadi gak main main juga tolonglah di fix secepatnya, gak bisa main aku ini gara gara loadingnya lama, setelah selesai cutscene atau dialog story malah black screen tapi masih ada musiknya, tolong lah ini di fix secepatnya",2
Aku kasih bintang 3 dulu karna masih ada bug analog G bs gerakin jadi aku stack fi bagian tutorial bug utk hape poco nanti kalo dh di fix aku naekin,3
"Kontrol joystik antara user PC dan HP masak dijadikan 1, jika sudah install di HP harusnya kontrol otomatis menyesuaikan dengan HP, player tidak perlu susah payah untuk manual mengganti kontrolnya, apalagi setelah diubah ketika login ulang setelan kembali lagi ke mode PC ditandai dengan adanya kursor, sangat mengecewakan, Saya menguninstall game ini karena bug yg tidak juga diperbaiki sejak rilis global",1
"Tolong perbaiki bug di awal tutorial gabisa gerakin analog, kebanyakan dialami user poco termasuk saya setelah cari cari di yt trnyata hrs pake gamepad dulu, setelah saya coba pake stik ps4 dan bener baru bisa gerak kalo yg gapunya game pad gimana? Kan repot",2
"Secara grafik, dan cerita sudah bagus, tapi masih banyak Bug, seperti loading yang terlalu lama setiap di lobby, setelah itu susah menaikan level, karena Exp di dapat terbatas, apalagi di lvl 40 ke atas, serta Gold yang sangat sedikit, membuat player kewalahan untuk upgrade item,Lvl dan lainnya",4
Ini game makan ram HP doank bukan main tolong lah game nya masih suka buh juga astaga mendingan gua balik ke ML lagi aja,1
"Masih banyak bug, sering stuck di loading, stuck saat tutorial semacam diminta untuk menyentuh tombol, berhenti ditengah2 loading saat akan memasuki pertarungan, dan semua diharuskan relog!! Sangat mengganggu!! Mohon diperbaiki!!",2
"Game ampas, udah gameplay-nya semi manual malah bisa dibilang otomatis, tinggal klik klik doang, mana tantangan nya? Bug dimn2, baru masuk bisa blank, udah masuk gak bisa gerak, gak bisa klik. RAM HP 16GB kurang? mesti dimaenin dimn Dev biar lancar? Blog",1
"Tolong dong buffering saat ganti menu di hilangkan itu sangat menggangu.. Untuk gamplay saat musuh banyak & kombo2 ulty sangat lag padahal semua sudah rendah, mungkin bisa di ringankan lagi.. Device yg di gunakan pocoX3 NFC ram8.. Kalo sudah di fiks bisa full stars. Terimakasih , saya naikkan jadi B4 karena gamenya tidak pelit & hadiah dari email sangat berguna, terimakasih dev smoga gamenya makin lancar no lag lagi..",4
"Sebenarnya game nya bagus dan pembawaan story nya pun cukup mirip dengan yang ada di komik nya tetapi untuk kenyamanan bermain masih perlu di benahi lantaran masih terlalu banyak bug seperti stuck di loading screen saat akan menjalankan misi story atau yang lain terus bug black screen juga perlu di perbaiki dan tentang fps dan signal yang kadang drop mendadak perlu di perhatikan lagi jadi tolong secepatnya melakukan update perbaikan untuk bug"" ini agar bisa menjaga kenyamanan player game ini.",3
"Bagi kalian nggk bisa bergerak pas awal game/Atau ada tanda Panah ↖,Kalian bisa di mulai ulang,terus kepengaturan game(Harus cepat jangan lambat,nanti kagak bisa di tekan lagi)Cari Pengaturan Kontrol,Terus ada dua pilihan,Pilih yang Layar Sentuh",4
Bug nya BANYAK BANGET . dari awal gw masuk ada Scene . Ga bisa gerak! 3 kali relog sampe instal ulang tetep GA BISA . Device? Gw make hp Xiaomi redmi note 13 pro. Jaringan Oke . Tapi tetep g bisa. Sepanjang gw bermain selalu ada Loading icon . Jaringan juga unstable padahal lancar di game lain . Tiap selesai 1 stage langsung blank hitam .yakali gw main satu habis itu relog lagi. Pls fix it!!,2
Saat main di tab saya awalnya nunggu loading normal dan agak cepat tapi saat masuk game tidak ada apapun kecuali karakter dan petunjuk arah buat tutorial saat saya reset berhasil bisa main dengan normal walau kadang agak bug Dash karakternya karena setelah Dash karakter gak bisa gerak dan saat saya serang musuh di tutorial darahnya gak kurang padahal sudah pakai skill,2
"Kami para player mengalami banyak bug yang lumayan membuat kami tidak nyaman , seperti stuck di loading , bug coneksi internet , game mengalami frez tiba tiba dan masih banyak lagi , itu membuat kami para player merasa tidak nyaman , kami harap bug bug di game solo leveling dapat di perbaiki dengan cepat , terimakasih",3
bagus walau grafiknya masih sedikit kurang,3
"Jangan promosi bundle penjualan & banner baru terus! Perhatikan bug nya sangat ganggu, bug loading, bug stuck di loading screen, pas main pake karakter utama karang hunter supportnya ilang dari tab di samping, mode joystick setiap kali login,crash di beberapa story mode, haduh jgn jualan mulu cepet fix BUG nya kalo mau game nya awet",2
Banyak bug dan tidak fullscreen.. awal game data sedang di download dan disaat data grafis game sudah termuat tiba-tiba bug yang dimana player out dari map dan pada masuk home screen ingin memulai game ke chapter ke 2 tombol mulai tidak berjalan begitupun menu yang lainnya,1
"Banyak bug, disuruh download 3GB sudah tapi ada notifikasi ada kesalahan pada file(unduh ulang)oke aku unduh ulang. Tapi masih sama di suruh unduh ulang sampai 10GB,lalu ada muncul notifikasi kapasitas tidak mencukupi untuk menginstal (1,026MB) tapi pas aku cek masih banyak 6GB lagi aneh nih banyak kuota terbuang padahal hp ram 8GB sinyal lancar tapi di gam lag. 1bintang dlu lah nanti di naikin lagi kalau sudah bagus",1
"""Saya sangat menyukai konsep dan gameplay dari game ini, tetapi saya merasa perlu untuk memberikan ulasan tentang bug yang sering muncul. Beberapa bug seperti karakter terjebak di dalam objek tanpa alasan yang jelas, membuat pengalaman bermain menjadi tidak menyenangkan. Saya harap pengembang dapat segera merilis pembaruan untuk memperbaiki masalah-masalah ini. Saya akan memberikan rating yang lebih tinggi jika masalah-masalah tersebut diperbaiki. Terima kasih.""",2
"Untuk saat ini masih banyak bug, mulai dari awal tutorial harus menggunakan controller karena tidak bisa disentuh, lalu misi instant dungeon terkurung di dalam barier tidak bisa maju ke monster yg harus dilawan, loading sering stuck",1
Saat tutorial untuk device mobile sama sekali tidak bisa di tekan atau melakukan apapun bahkan saat loading awal saya melihat cursor untuk laptop yang tidak bisa dihilangkan. Terlalu terburu-buru untuk release hingga hal penting seperti bug yg membuat user mobile tidak bisa menggerakkan karakter di tutorial pun ada sangat mengecewakan melihat game ini di publish oleh Netmarble,1
"Default settingan OS Android masih Mode Gamepad. Saran kalau gamau ngubah defaultnya menjadi kontrol tap layar mending dibikin settingan bisa disimpan, jadi tidak perlu atur ulang kontrol menjadi tap layar secara manual setiap keluar masuk game",1
"ini gamenya seru banget, grafik SFX lagunya loadingnya pokoknya keren cuma kenapa saya kasih bintang 3 karena bug nya masih banyak salah satunya yang paling meresahkan bug loading sinyal dan device sudah bagus tapi g masuk masuk ke gamenya",3
"Selama 3 hari saya bermain game ini, masih banyak masalah yang saya dapatkan, 1. Loading yang selalu muncul, bahkan setiap klaim Hadiah, mau buka menu, kembali ke menu awal. Semuanya loading. Kadang ada loading yang sampai 3/5 detikan. 2. Bug suara yang tidak hilang2 pas kita klaim hadiah terus kita tekan dengan cepat. 3. Framedrop yang kurang stabil. Awalnya saya merasa device hp saya kurang memadai, tapi saya coba turunkan grafik, tetap saja begitu. Saya coba di PC juga sama masalahnya",4
"Game nya udah bagus saya main ini dari pertama solo leveling di rilis saya sudah main tapi yang bikin saya terganggu saat main ada 2 faktor 1 : sering reload/muter"" terus 2 : gamenya sering macet di loading DLL Seterus nya udah bagus mohon di perbaiki saya tunggu di update selanjutnya 🙏, sekian terima kasih",5
"Banyak bugnya, serius, dari mulai bug tembus kebawah, bug rendering texture, black screen ketika scene, dan masih banyak bug lainya. Ya semoga segera di fix, sayang banget game yg ngagkat tema dari manhwa solev malah kek gini.",3
"buset baru tutor udah ngebug, di suruh menuju ke tanda tapi tanda ga ada, monster nya ga bisa di pukul, mana sebelum di ubah ke settingan layar sentuh, settingan sebelum nya game pad buset gue main pake Andro mobile, ga pake konsol atau PC, bisa bisa nya settingan awal game pad, heran heran di bilang spek ga sanggup tapi hp temen yang jauh lebih kentang sanggup, tapi di gue malah misi tutorial tanda yang di suruh tuju kagak ada. kalau memang belum stabil dan bener banget, jgn glb launc, beta aja",1
"Kecewa sama gamenya Pas di lobby tidak ada karakter hanya loading sampai 5 menit lebih Padahal sinyal bagus.bukak aplikasi lancar Banyak bug, tolong diperbaiki, untuk saat ini saya uninstall saya sangat kecewa,katanya Beta tes tapi masih banyak bug, mending diperbaiki dulu jangan fokus ke event",2
"udah bagus sih, tapi tolong server nya di optimalkan lagi masa setiap mau tekan harus nunggu loading mulu, dan tolong fix setting kontrol nya, udah di ubah ke mode layar sentuh pas relogin lagi masa balik lagi ke mode gamepad.",3
Game nya bagus menarik grafis nya oke tapi untuk bug nya beuhh jelek parahh sering ngefreeze trus tombol nya susah untuk dipencet habis nyelesaiin misi malah ngefreeze pas aku kembalikan aku buka lagi game nya malah ngulang dari awal padahal udah jauh banget aku main nya tolong diperbaiki,2
Ada bug besar di game nya di awal misi pertama aku stuck di loading screen aku berhasil keluar saat aku keluar dari game nya dan masuk lagi dan yg paling bermasalah adalah saat misi kedua saat cerita sudah habis aku tiba tiba mendapatkan black screen musik latar belakang masih berjalan tapi tidak ada progresnya mohon perbaiki bug nya,1
"Kalo grafik sesuai sama yang direview, tapi Jaringan nya parahhhhhh Menghubungkan teru dengan Server. Stuck mulu di situ teruss, paling nggak servernya di lancarin dulu lah biar bisa main Malah stuck mulu di situ mana bisa main kalo gak bisa login, Please lah jangan event mulu di update server mu dulu di benerin Kocakkkk Kalo belum siap SERVER-nya jangan rilis dulu lah Kecewa",1
"agak kecewa sih soalnya pas main ada bugnya bisa tiba"" di bawah tanah Padahal dah rilog berlakali-kali masih aja tetap sama Ku berharap kepada pihak developer untuk memperbaikin bugnya Mohon banget soalnya saya jugak pengen main cuman karna bug itu saya tidak bisa main lagi Maaf kalau kasih reting bintang 3 Padahal aku pecinta solo leveling :(",3
"Kecewa sama netmarble, setiap game yang dipegang netmarble pasti ada frame drop. Padahal game yang mirip dengan solo leveling seperti devil may cry mobile aja di HP saya lancar jaya bahkan grafik pun masih lebih HD dmc. Tapi kenapa waktu main solo leveling sering nge-frame padahal solo leveling gak begitu berat sizenya.",1
Banyak bug di awal game 1.ada croshair mouse di awal game sedangkan saya memakai hp. 2.tutorial 1 yg digaruskan player untuk berjalan analog tidak bisa di gerakkan. 3.sekali tutorial 1 error tutorial lainnya ikut error jadi seperti jalan-jalan dan musuh tidak menyerang,2
"Grafik dan gameplay bagus, tapi banyak bug, tolong 🥲 loading terus padahal download sudah complete semua, tiap selesai 1 chapter pasti ngestuck muter2 di layar, tiap relog baru bisa. Capek mainnya kebanyakan relog :') jadi di uninstall dulu 😌",2
Perlu peningkatan untuk yg menggunakan device smartphone,4
udah bagus tapi sering loading lama tinggal hilangin itu doang,4
"Banyak bug, koneksi nggak jelas muter-muter mulu",1
"Bugnya tolong diperbaiki,loadingnya lama banget, kebanyakan loading, padahal jaringan lancar banget",2
Keren mantep. Tapi sayangnya.. Baru selesai donlod mlah lngsung nge bug.. ga bisa di sentuh..,5
Sering bug pas mau mulai dungeon loadingnya diem ga gerak,2
"Ada bug di tutorial rekrut, saya tida bisa tekan apa apa, sudah berulang kali saya coba tetap tidak bisa, tolong perbaikanya",3
Masak aku lawan di chapter 8 yg boss terahkir itu gak bisa bisa gimana ini padalah chapter 8 yg lawan dua boss sekalian stast ku tinggi chapter 8 lawan boss 2 stats nya 20000k sedangkan stats ku aj 35000k kok masih kalah gimana kadang hampir menang langsung loding sendiri jadi ak gak bisa pencet skill loding pas in game sekitar 30 detik,2
"Game nya bagus banget,grafick nya juga luarbiasa,tpi sayangnya setiap habis buka menu kembali ke loby selalu nunggu loading dulu",4
sering terjadi bug yang harus membuat relog,3
Wah gamenya makin hancur anj anj nyesel download 5gb kalau kayak gini mah bug bukannya diperbaikin malah tambah parah anj udh 6kali login ulang masih aja stuck loading gamenya BUGNYA DI FIX TOLOL BUKANNYA EVENT MULU,1
"masih banyak bug setiap kali membuka suatu fitur pasti ada loading sekitar 5 detik yang membuat malas main,kalau bisa game nyaa agak di ringanin dikit gak kuat hp gw njir",2
black screen terus... patah patah padahal ram 12... banyak bug di setiap misi... tolong perbaiki sebelum downrate,3
"Jaringan nya gk stabil, kelamaan loading nya. Tuk download file tambahan nya lambat karena gangguan jaringan game nya gk stabil. 3 jam gk siap2 file nya. Masa kalah sama game gensin impact, kmaren update data sampai 15GB 2 jam siap. Ini solo leveling download file tambahan cuma 3GB 3jam gk siap2. Terpaksa uninstall. Ku akui game nya bagus sih, tp jaringan nya gk stabil.",1
"Game nya bagus, gameplay juga bagus Yang kasih rating kecil hanya 2 kemungkinan: 1 Hp nya kentang, 2 game yang digemari nya tersaingi. Terima kasih",5
"Macet tidak bisa main , tolong diperbaiki",2
Gamenya bagus..seru banget..TAPI..sering banget stuck saat loading... Sangat sangat tidak menyenangkan...!! Tolong diperbaiki...,3
Setelah update bug loading sudah ngga ada mantap,5
"dari awal download game, sampai sekarang gk bisa dimainkan. selalu stuck di awal game yang ada perintah: gunakan stick sebelah kiri untuk menggerakkan katakter. 🥲 maunya apa ini game? 🗿",1
"Bg loading paling kesall, mohon segera diperbaiki, masa ga ngapangpainn loading sendiriii, game berat sekelas hsr aja ga gini, tpi oke lah gamenyaa klw ga adaa bugg, mohon cepat diperbaiki ya",1
Aku baru login 8 hari sudah chapter 8 dan juga punya 5 ssr ditambah aku punya 10 juta power kasihan bang windah top up tapi gak hoki tidak bisa mendapat hunter cha haein,5
"Yang bener aja gw pas awal awl lancar semua lancar bgt malahan, pas masuk tutorial gerakin karakter ga bisa di pencet yang bener aja cok",1
"Kebanyakan bug setiap loading, kalo dari gameplaynya dah bagus tolong lah min bug di perbaiki biar enak jga main",2
"Bug loading nya ituloh, tolong diperbaiki.... Setiap mau pencet pasti loading dlu, bisa sampek 1 menit nunggu nya",2
"Game bagus, Cuma untuk upgrade skill, aretfak dll terlalu mahal, Dan gold sama itemnya juga susah di dapat untuk f2p 😁",3
Sering freze pas di tengah tengah permainan ditungguin setenegah jam pun ga jalan padahal lagi di tengah battle jadi kurang pengalaman batlle nya,1
"Game sudah bagus sayang setiap kembali ke menu awal suka loading,dan pas lawan serigala,kalau salah satu mati juga suka loading",5
Sering lag dan nge-bug padahal uda excited buat mainin ini game 😞,2
"tiba tiba loading ga berenti berenti, padahal sinyal bagus. buka tiktok , yt lancar lancar aja. mohon di perhatikan lagi. makasih",3
Kebanyakan loading. Buat main ML & Pubg lancar lancar aja. Ehh buat main nih game terasa berat. Game gaje. Auto uninstall,1
"Game nya bagus cuman bug selalu loadingnya tolong di perbaiki, kalo sudah di perbaiki akan saya rate bintang 5, semoga cepat di perbaiki",3
Knp sekarang kalo login error tera sudah login lagi error lagi,1
"Overall sudah bagus, dari gameplay story dll. Tolong perbaiki bug loading saja",5
Perlu grafik. & Memory bagus plus modal yang kenceng biar leveling ga stuck 😭,2
Mungkin masih terlalu berat bisa tolong mungkin bisa diringankan engine system supaya nggak terlalu berat dalam bergerak hp-ku sudah Snapdragon685 tapi masih terlalu berat,5
"Main di laptop oke , set rata kanan. Main di HP Poco X3 Pro set normal padahal, loading mulu & rata2 berhenti, jdi keluar masuk mainx.",5
Ngebug mulu apalagi pas mau ambil check-in Dan juga pas lawan boss suka gajelas muter muter padahal jaringan bagus aja udah pake wifi masih,1
"Rate awal game nya masih banyak bug dan optimalisasi grafis ditingkatkan, selebihnya Good Game",3
Kebnyakan loading dan masih sering ngeleg pdhal sinyal lancar aneh,3
"Suka ngestuck cuk pas lagi loading main game nya, jadi malas mau main ni game, padahal seruh loh ni game. Tapi ya gitu suka stuck",1
Game nya bagus sesuai dengan anime nya tapi setiap melakukan apa apa pasti ujung ujung nya loading+setiap loading 20detik-30detik. Tolong diperbaiki game nya udah bagus kurang nya loading nya terus terusan jadi bosen,2
"Game sudah bagus min tapi saran kalau ada kritikan dan masukan dari player itu cepat di tanggapi, tolong ya permohonan saya itu saja .",4
"Masih banayk bugnya, saat masuk misi musuhnya sering tidak keluar jadi mesti relog lagi",1
Tolong diperbaiki bug loading screennya saat main stori selalu layar hitam padahal koneksi dan hp saya kuat buat main game ini tolong diperbaiki Sekian,3
"Game nya bagus dan keren, sesuai alur di manga dan animenya. Tapi masih banyak bug di Android. Salah satunya masalah jaringan. Terkadang lag padahal jaringan lancar sekali. Bahkan suka bug ngestuck layar hitam semua",5
Solo Loading Arise. Loading masuk gate stuck 80% ga masuk masuk. Tolong perbaiki di android karena di laptop aman aman aja.,4
"Sering bug loading lama, sangat meresahkan sekali bug dan loading nya...bintang 1 dulu klo udah lancar bintang 5",1
"Mantep, msh ad bug kecil kecil pas battel g ngaruh tp",5
"Ada bug di dungeon boss raikan bertaring besi, boss masuk dimensi tidak keluar lagi. Mohon segera di perbaiki",2
"Game nya sangat seru, kendala saya cuma jaringan, soalnya ditempat saya jaringan nya agak susah,selebih nya game ini sangat bagus",5
"Selalu muncul loading, padahal sinyal bagus bagus aja gak ada ngeleg, tolong di fix, kacau kagak di fix fix",1
Game nya bagus cuma ada satu masalah tiap buka tab terus ke lobby lagi suka tiba tiba loading nah untuk loading nya tolong di fix,3
untuk developernya tolong di optimalin dong sinyalnya. masa sering loading sih di menunya,1
"Kenapa stuck di awal ya pas tutor move playernya? Udah restart app 2x ttp aja gitu, apa emang harus pake joystick?",2
Tolong benerin lagi game nya sering ngebug stuck di loading pas masuk game kadang waktu mau nyelesain gate selalu ngebug mohon untuk dibenerin,3
belum juga mwin udah bug di bagian tutorial pertama tidak bisa di touch bagian analog cepat di perbaiki di Android 14,1
banyak bug dan sering crash maupun stuck di loading screen waktu ingame maupun yg lain,2
"Untuk story udah cukup bagus,hanya saja terlalu banyak loading,dan masih banyak bug'y juga..",5
"Gamenya ngga stabil, sering ngebug grafik bagus tapi lagi asik"" Main tiba"" Ngebug padahal gw pake Poco F4 RAM 8+3",1
"Alhamdulillah sudah lancar dari segi jaringan data fps, Terimakasih developer sudah memperbaiki bug dan performa game ini, Saya suka ❤‍🔥",5
"solo buffering, tiap login pasti jaringan error di loby pdhal di game lain ping nya aman di 10-26 an, pls perbaiki gamenya",3
"Makin hari makin banyak bug, makin parah pula bugnya. Ini game uji coba sudah di pasarin ya gini",1
